Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.95632E-3,48.37060015,0.57828957,0.193636364,0.333333333,0
1.95847E-3,48.566447152,0.578558016,0.192727273,0.333333333,0
1.96033E-3,48.762479676,0.578788864,0.191818182,0.333333333,0
1.967E-3,49.15586352,0.579617077,0.19,0.333333333,0
1.97122E-3,49.352985359,0.580139229,0.189090909,0.333333333,0
1.97912E-3,49.550897636,0.581113682,0.188181818,0.333333333,0
1.98484E-3,49.947621924,0.581815222,0.186363636,0.333333333,0
1.98647E-3,50.146268732,0.582015169,0.185454545,0.333333333,0
1.99304E-3,50.345572758,0.582818486,0.184545455,0.333333333,0
2.00023E-3,50.545595696,0.583693682,0.183636364,0.333333333,0
2.00448E-3,50.946320256,0.584209602,0.181818182,0.333333333,0
2.02207E-3,51.148527033,0.586329892,0.180909091,0.333333333,0
2.02236E-3,51.35076348,0.586365479,0.18,0.333333333,0
2.02788E-3,51.553551117,0.587025463,0.179090909,0.333333333,0
2.02947E-3,51.756498279,0.587216083,0.178181818,0.333333333,0
2.03475E-3,52.163032713,0.587846002,0.176363636,0.333333333,0
2.03556E-3,52.366588828,0.587942117,0.175454545,0.333333333,0
2.04052E-3,52.57064099,0.588531651,0.174545455,0.333333333,0
2.04492E-3,52.775132884,0.589052849,0.173636364,0.333333333,0
2.06685E-3,53.188442557,0.591632798,0.171818182,0.333333333,0
2.06794E-3,53.395236551,0.591760035,0.170909091,0.333333333,0
2.07519E-3,53.602755856,0.592605599,0.17,0.333333333,0
2.0754E-3,53.810295743,0.592629543,0.169090909,0.333333333,0
2.07688E-3,54.017984236,0.592802334,0.168181818,0.333333333,0
2.08026E-3,54.433982622,0.593193734,0.166363636,0.333333333,0
2.08375E-3,54.642357253,0.593598246,0.165454545,0.333333333,0
2.09771E-3,54.8521284,0.595208613,0.164545455,0.333333333,0
2.10361E-3,55.062489833,0.59588546,0.163636364,0.4,0
2.10594E-3,55.273084253,0.596151989,0.162727273,0.466666667,0
2.11647E-3,55.695422684,0.597352252,0.160909091,0.466666667,0
2.11707E-3,55.907129339,0.597419523,0.16,0.466666667,0
2.11899E-3,56.119028839,0.597638485,0.159090909,0.466666667,0
2.12618E-3,56.331647129,0.598452529,0.158181818,0.466666667,0
2.14215E-3,56.54586175,0.600248677,0.157272727,0.466666667,0
2.14491E-3,56.760352769,0.600558041,0.156363636,0.466666667,0
2.14744E-3,57.189664141,0.600840925,0.154545455,0.466666667,0
2.14868E-3,57.404531721,0.600978745,0.153636364,0.466666667,0
2.15376E-3,57.619907992,0.601545665,0.152727273,0.533333333,0
2.16025E-3,57.835932989,0.602266314,0.151818182,0.533333333,0
2.1614E-3,58.052073049,0.602393862,0.150909091,0.533333333,0
2.16314E-3,58.268386916,0.602586373,0.15,0.533333333,0
2.16651E-3,58.701523391,0.602958781,0.148181818,0.533333333,0
2.16989E-3,58.918512097,0.60333207,0.147272727,0.533333333,0
2.17542E-3,59.136053968,0.603941233,0.146363636,0.533333333,0
2.17574E-3,59.353628019,0.603976612,0.145454545,0.533333333,0
2.17627E-3,59.571255479,0.60403532,0.144545455,0.533333333,0
2.19104E-3,59.790359935,0.605651938,0.143636364,0.533333333,0
2.19179E-3,60.009538664,0.605732884,0.142727273,0.533333333,0
2.20276E-3,60.449782971,0.606925203,0.140909091,0.533333333,0
2.20768E-3,60.670550472,0.607456466,0.14,0.533333333,0
2.21446E-3,60.891996157,0.608187615,0.139090909,0.533333333,0
2.21647E-3,61.113643249,0.608404228,0.138181818,0.533333333,0
2.22798E-3,61.33644132,0.609637519,0.137272727,0.533333333,0
2.23659E-3,61.560100044,0.610554657,0.136363636,0.533333333,0
2.2369E-3,61.783790372,0.610588253,0.135454545,0.533333333,0
2.24806E-3,62.008596666,0.61177086,0.134545455,0.533333333,0
2.25456E-3,62.458883561,0.612455812,0.132727273,0.533333333,0
2.26195E-3,62.685078187,0.613232109,0.131818182,0.533333333,0
2.2639E-3,62.911467689,0.613436339,0.130909091,0.533333333,0
2.27048E-3,63.138516043,0.614125226,0.13,0.533333333,0
2.27509E-3,63.366025324,0.614605706,0.129090909,0.533333333,0
2.27565E-3,63.593590726,0.614664128,0.128181818,0.533333333,0
2.2758E-3,63.821170331,0.614678908,0.127272727,0.533333333,0
2.27713E-3,64.048883207,0.614817558,0.126363636,0.533333333,0
2.28482E-3,64.277365277,0.615615847,0.125454545,0.533333333,0
2.28964E-3,64.506329514,0.616114566,0.124545455,0.533333333,0
2.29819E-3,64.96557254,0.616995274,0.122727273,0.533333333,0
2.30542E-3,65.196114444,0.617737389,0.121818182,0.533333333,0
2.31046E-3,65.42716028,0.618252856,0.120909091,0.533333333,0
2.3107E-3,65.658229823,0.618277073,0.12,0.533333333,0
2.31301E-3,65.88953103,0.618513543,0.119090909,0.533333333,0
2.31674E-3,66.121205035,0.618893464,0.118181818,0.533333333,0
2.31834E-3,66.353038917,0.619056162,0.117272727,0.533333333,0
2.31849E-3,66.584887526,0.619071143,0.116363636,0.533333333,0
2.32116E-3,66.817003358,0.619342751,0.115454545,0.533333333,0
2.32415E-3,67.049418325,0.619646336,0.114545455,0.533333333,0
2.32897E-3,67.282314829,0.620134022,0.113636364,0.533333333,0
2.32911E-3,67.515225603,0.620148455,0.112727273,0.533333333,0
2.33664E-3,67.982194056,0.620908898,0.110909091,0.533333333,0
2.33963E-3,68.216156735,0.621209373,0.11,0.533333333,0
2.34178E-3,68.450335197,0.621426273,0.109090909,0.533333333,0
2.34477E-3,68.684812005,0.621725754,0.108181818,0.533333333,0
2.35346E-3,68.920158155,0.622595709,0.107272727,0.533333333,0
2.35506E-3,69.155664597,0.622755677,0.106363636,0.533333333,0
2.36178E-3,69.391842124,0.623423936,0.105454545,0.533333333,0
2.36549E-3,69.628390829,0.623792536,0.104545455,0.533333333,0
2.37325E-3,69.865715751,0.624561033,0.103636364,0.533333333,0
2.37553E-3,70.103268326,0.624785826,0.102727273,0.533333333,0
2.37782E-3,70.341050523,0.625012291,0.101818182,0.533333333,0
2.37792E-3,70.578842891,0.625022316,0.100909091,0.533333333,0
2.38132E-3,70.816975069,0.625356937,0.1,0.533333333,0
2.38374E-3,71.055349045,0.625594678,0.099090909,0.533333333,0
2.39073E-3,71.294422524,0.626280749,0.098181818,0.533333333,0
2.39426E-3,71.533848297,0.626625326,0.097272727,0.533333333,0
2.39698E-3,71.77354656,0.626891413,0.096363636,0.533333333,0
2.39812E-3,72.013358092,0.627001909,0.095454545,0.533333333,0
2.4084E-3,72.254198565,0.628002667,0.094545455,0.533333333,0
2.41453E-3,72.736880527,0.628595676,0.092727273,0.533333333,0
2.41923E-3,72.978803256,0.629049502,0.091818182,0.533333333,0
2.42107E-3,73.220910353,0.629227247,0.090909091,0.533333333,0
2.42386E-3,73.463296346,0.629495805,0.09,0.533333333,0
2.42847E-3,73.706143032,0.629938567,0.089090909,0.533333333,0
2.4428E-3,73.95042349,0.631309789,0.088181818,0.533333333,0
2.44283E-3,74.194706565,0.631312282,0.087272727,0.533333333,0
2.44298E-3,74.439004393,0.631326339,0.086363636,0.533333333,0
2.44327E-3,74.683331376,0.631354114,0.085454545,0.533333333,0
2.44461E-3,74.927792005,0.631481381,0.084545455,0.533333333,0
2.44904E-3,75.172695934,0.631902895,0.083636364,0.533333333,0
2.44978E-3,75.417674306,0.631973585,0.082727273,0.533333333,0
2.45282E-3,75.662955979,0.632261315,0.081818182,0.533333333,0
2.45339E-3,75.908295154,0.632315814,0.080909091,0.533333333,0
2.45665E-3,76.153959888,0.632624066,0.08,0.533333333,0
2.4636E-3,76.400319684,0.633280455,0.079090909,0.533333333,0
2.46821E-3,76.647140775,0.633714789,0.078181818,0.533333333,0
2.46931E-3,76.894071836,0.633818179,0.077272727,0.533333333,0
2.47635E-3,77.141706702,0.6344785,0.076363636,0.533333333,0
2.48332E-3,77.390038763,0.635130274,0.075454545,0.533333333,0
2.484E-3,77.638438485,0.635193403,0.074545455,0.533333333,0
2.4883E-3,77.887268479,0.635594346,0.073636364,0.533333333,0
2.49443E-3,78.136711289,0.636163873,0.072727273,0.533333333,0
2.49602E-3,78.386313575,0.63631179,0.071818182,0.533333333,0
2.50182E-3,78.636495602,0.636848506,0.070909091,0.533333333,0
2.5036E-3,78.886855975,0.637013296,0.07,0.533333333,0
2.52143E-3,79.138998556,0.638651874,0.069090909,0.533333333,0
2.52269E-3,79.391267557,0.638767544,0.068181818,0.533333333,0
2.52976E-3,79.644244022,0.639413486,0.067272727,0.533333333,0
2.53292E-3,79.897535895,0.63970072,0.066363636,0.533333333,0
2.53492E-3,80.151027977,0.639882809,0.065454545,0.533333333,0
2.54779E-3,80.405806606,0.641048537,0.064545455,0.533333333,0
2.5482E-3,80.660626321,0.641085641,0.063636364,0.533333333,0
2.55102E-3,80.915728164,0.641340213,0.062727273,0.533333333,0
2.55501E-3,81.171228875,0.64169951,0.061818182,0.533333333,0
2.5576E-3,81.42698895,0.641932754,0.060909091,0.533333333,0
2.56647E-3,81.683636431,0.642728507,0.06,0.533333333,0
2.57208E-3,81.940844217,0.643229122,0.059090909,0.533333333,0
2.58172E-3,82.199016512,0.644087603,0.058181818,0.533333333,0
2.58251E-3,82.457267968,0.64415788,0.057272727,0.533333333,0
2.58832E-3,82.716099743,0.644672213,0.056363636,0.6,0
2.59907E-3,82.976006761,0.645621278,0.055454545,0.6,0
2.60032E-3,83.236038826,0.645731321,0.054545455,0.6,0
2.60233E-3,83.496271576,0.645907786,0.053636364,0.666666667,0
2.60886E-3,83.757157734,0.646481117,0.052727273,0.666666667,0
2.61485E-3,84.018642888,0.647005075,0.051818182,0.666666667,0
2.6157E-3,84.280213066,0.647079323,0.050909091,0.666666667,0
2.61978E-3,84.542191241,0.647435171,0.05,0.666666667,0
2.62115E-3,84.804306608,0.647554667,0.049090909,0.666666667,0
2.63025E-3,85.067331874,0.648345152,0.048181818,0.733333333,0
2.63156E-3,85.330487712,0.648458298,0.047272727,0.733333333,0
2.64024E-3,85.594511742,0.649208767,0.046363636,0.733333333,0
2.64767E-3,85.859278937,0.649848623,0.045454545,0.733333333,0
2.65438E-3,86.124716785,0.650424046,0.044545455,0.733333333,0
2.65677E-3,86.390393973,0.650628944,0.043636364,0.733333333,0
2.65913E-3,86.656306883,0.650830509,0.042727273,0.733333333,0
2.6616E-3,86.922467228,0.651041841,0.041818182,0.733333333,0
2.66535E-3,87.18900226,0.651361368,0.040909091,0.733333333,0
2.66955E-3,87.455957368,0.651718909,0.04,0.733333333,0
2.6872E-3,87.724677014,0.65321279,0.039090909,0.733333333,0
2.6913E-3,87.993807308,0.653558615,0.038181818,0.733333333,0
2.69371E-3,88.263178794,0.65376141,0.037272727,0.733333333,0
2.69396E-3,88.53257495,0.65378214,0.036363636,0.733333333,0
2.69717E-3,88.802291901,0.654051468,0.035454545,0.733333333,0
2.69751E-3,89.072042997,0.65408011,0.034545455,0.733333333,0
2.69859E-3,89.341901541,0.65417021,0.033636364,0.733333333,0
2.70254E-3,89.612155491,0.654501375,0.032727273,0.733333333,0
2.71363E-3,89.883518115,0.655426551,0.031818182,0.733333333,0
2.72753E-3,90.156271342,0.656580012,0.030909091,0.733333333,0
2.7361E-3,90.42988182,0.657287233,0.03,0.733333333,0
2.75269E-3,90.705151023,0.658647426,0.029090909,0.733333333,0
2.76483E-3,90.981633622,0.659635619,0.028181818,0.733333333,0
2.77217E-3,91.258851022,0.660231267,0.027272727,0.733333333,0
2.81175E-3,91.540026486,0.663404245,0.026363636,0.733333333,0
2.81617E-3,91.821643236,0.663754332,0.025454545,0.8,0
2.82808E-3,92.104451668,0.66469611,0.024545455,0.866666667,0
2.8331E-3,92.387761733,0.66509097,0.023636364,0.866666667,0
2.84494E-3,92.672255765,0.666019252,0.022727273,0.866666667,0
2.8468E-3,92.956935551,0.666164425,0.021818182,0.866666667,0
2.85135E-3,93.242070189,0.666519374,0.020909091,0.866666667,0
2.86567E-3,93.528637446,0.667632417,0.02,0.866666667,0
2.86945E-3,93.815582781,0.667924918,0.019090909,0.866666667,0
2.87157E-3,94.102739855,0.668088507,0.018181818,0.866666667,0
2.87596E-3,94.390336167,0.668427345,0.017272727,0.866666667,0
2.88355E-3,94.678690861,0.669010755,0.016363636,0.933333333,0
2.90271E-3,94.968961698,0.6704757,0.015454545,0.933333333,0
2.94335E-3,95.263297134,0.673540671,0.014545455,0.933333333,0
2.94546E-3,95.557843207,0.673697952,0.013636364,0.933333333,0
2.97934E-3,95.855777372,0.676207147,0.012727273,0.933333333,0
3.00416E-3,96.156193822,0.678021152,0.011818182,0.933333333,0
3.00961E-3,96.457155269,0.678416707,0.010909091,0.933333333,0
3.01359E-3,96.758514613,0.678704885,0.01,0.933333333,0
3.03699E-3,97.062213305,0.680388773,0.009090909,0.933333333,0
3.04096E-3,97.366309279,0.680672989,0.008181818,0.933333333,0
3.07986E-3,97.674295189,0.683429381,0.007272727,0.933333333,0
3.08505E-3,97.982800461,0.683793801,0.006363636,0.933333333,0
3.08978E-3,98.291778724,0.684124956,0.005454545,0.933333333,0
3.30066E-3,98.621844251,0.698215404,0.004545455,0.933333333,0
3.31693E-3,98.953536951,0.699250613,0.003636364,0.933333333,0
3.3889E-3,99.292427155,0.703745754,0.002727273,0.933333333,0
3.43239E-3,99.635665945,0.706397094,0.001818182,0.933333333,0
3.64334E-3,100,0.718613427,0.000909091,0.933333333,0
3.64334E-3,100,0.718613427,0,0.933333333,0
